stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
1410,1410,Hélias,Rennes,48.1364873,-1.66253723,,,0
1411,1411,Bellangerais,Rennes,48.13216463,-1.67290099,,,0
1412,1412,Cours Kennedy,Rennes,48.12134176,-1.70777107,,,0
1413,1413,Villejean-Churchill,Rennes,48.11858799,-1.70802098,,,0
1414,1414,Merlin,Rennes,48.11638524,-1.71215936,,,0
1415,1415,Chambre Agriculture,Rennes,48.11486396,-1.71300633,,,0
1416,1416,Atalante Champeaux,Rennes,48.11351144,-1.71436637,,,0
1417,1417,Les Arts,Rennes,48.11145919,-1.71338901,,,0
1418,1418,Géniaux,Rennes,48.10927667,-1.71025994,,,0
1419,1419,Les Arts,Rennes,48.11116252,-1.71291833,,,0
1420,1420,Atalante Champeaux,Rennes,48.11367266,-1.71259041,,,0
1421,1421,Chambre Agriculture,Rennes,48.11470189,-1.71562282,,,0
1422,1422,Merlin,Rennes,48.11628685,-1.71146403,,,0
1423,1423,Villejean-Churchill,Rennes,48.11853035,-1.70811008,,,0
1424,1424,Cours Kennedy,Rennes,48.12127977,-1.707884,,,0
1425,1425,Trois Croix,Rennes,48.12797869,-1.68252125,,,0
1426,1426,Bellangerais,Rennes,48.1320738,-1.67269097,,,0
1427,1427,Hélias,Rennes,48.13642057,-1.6633124,,,0
1428,1428,Hôtel de Région,Rennes,48.13448589,-1.65867078,,,0
1429,1429,Joliot-Curie,Rennes,48.1276684,-1.65098708,,,0
1430,1430,Painlevé,Rennes,48.12365829,-1.65939845,,,0
1431,1431,Vitré Péguy,Rennes,48.11949083,-1.65103423,,,0
1432,1432,Vitré Foulon,Rennes,48.11876913,-1.64990717,,,0
1433,1433,Durafour Strasbourg,Rennes,48.1135831,-1.65659822,,,0
1434,1434,Pont de Strasbourg,Rennes,48.10936608,-1.65519006,,,0
1435,1435,Chardonnet,Rennes,48.10569627,-1.6506541,,,0
1436,1436,Cimetière de l'Est,Rennes,48.10363132,-1.64975904,,,0
1437,1437,Villebois-Mareuil,Rennes,48.1010717,-1.64974907,,,0
1438,1438,Le Dantec,Rennes,48.09922272,-1.65285037,,,0
1439,1439,Bourgeois,Rennes,48.09826154,-1.65516705,,,0
1440,1440,Le Blosne,Rennes,48.08773094,-1.6538492,,,0
1441,1441,Triangle,Rennes,48.08606219,-1.66094033,,,0
1442,1442,Binquenais,Rennes,48.09159334,-1.66740233,,,0
1443,1443,Binquenais Collège,Rennes,48.09158704,-1.66232917,,,0
1444,1444,Combes,Rennes,48.09355955,-1.6696482,,,0
1445,1445,Clemenceau,Rennes,48.09317349,-1.67460613,,,0
1446,1446,Argonautes,Rennes,48.09039394,-1.67491188,,,0
1447,1447,Henri Fréville,Rennes,48.08731589,-1.6750163,,,0
1448,1448,Alma,Rennes,48.08135858,-1.67974932,,,0
1449,1449,Norvège,Rennes,48.08682379,-1.6830757,,,0
1450,1450,Coubertin,Rennes,48.08665851,-1.68837187,,,0
1451,1451,Lycée Bréquigny,Rennes,48.08683442,-1.69127348,,,0
1452,1452,Bréquigny Piscine,Rennes,48.08985957,-1.69106434,,,0
1453,1453,Pigeon Blanc,Saint-Jacques-de-la-Lande,48.08974508,-1.69303206,,,0
1454,1454,Bréquigny Piscine,Rennes,48.08951181,-1.69119492,,,0
1455,1455,Lycée Bréquigny,Rennes,48.086731,-1.69104325,,,0
1456,1456,Coubertin,Rennes,48.08658018,-1.68739623,,,0
1457,1457,Norvège,Rennes,48.08679431,-1.6838896,,,0
1458,1458,Alma,Rennes,48.08266999,-1.67691923,,,0
1459,1459,Henri Fréville,Rennes,48.08806135,-1.67431956,,,0
1460,1460,Argonautes,Rennes,48.08931088,-1.67426442,,,0
1461,1461,Clemenceau,Rennes,48.09370634,-1.67389974,,,0
1462,1462,Combes,Rennes,48.09349655,-1.67010012,,,0
1463,1463,Binquenais Collège,Rennes,48.09136388,-1.66318406,,,0
1464,1464,Binquenais,Rennes,48.09133996,-1.66629008,,,0
1465,1465,Triangle,Rennes,48.08611757,-1.66106774,,,0
1466,1466,Hôpital Sud,Rennes,48.08504293,-1.65390233,,,0
1467,1467,Le Blosne,Rennes,48.08755873,-1.65341696,,,0
1468,1468,La Poterie,Rennes,48.0874137,-1.64537126,,,0
1469,1469,Le Dantec,Rennes,48.099269,-1.6525768,,,0
1470,1470,Villebois-Mareuil,Rennes,48.10058076,-1.65031144,,,0
1471,1471,Cimetière de l'Est,Rennes,48.10372382,-1.6494711,,,0
1472,1472,Chardonnet,Rennes,48.10714408,-1.65097,,,0
1473,1473,Pont de Strasbourg,Rennes,48.11069919,-1.65567097,,,0
1474,1474,Durafour Strasbourg,Rennes,48.11351559,-1.65671606,,,0
1475,1475,Clos Courtel,Rennes,48.12695887,-1.62918033,,,0
1476,1476,Pont de Châteaudun,Rennes,48.11028761,-1.66447784,,,0
1477,1477,Gares,Rennes,48.10388016,-1.67284842,,,0
1479,1479,Pont de Châteaudun,Rennes,48.10986363,-1.66539605,,,0
1480,1480,Gaudinais,Rennes,48.13202871,-1.63503782,,,0
1481,1481,ZAC Saint-Sulpice,Rennes,48.12981846,-1.64241093,,,0
1483,1483,ZAC Saint-Sulpice,Rennes,48.12955581,-1.64358619,,,0
1484,1484,Gaudinais,Rennes,48.13185966,-1.63589821,,,0
1485,1485,Saint-Laurent,Rennes,48.13797172,-1.65873598,,,0
1486,1486,Hôtel de Région,Rennes,48.13482757,-1.65983208,,,0
1487,1487,Patton Gast,Rennes,48.13141313,-1.66229111,,,0
1489,1489,Patton Gast,Rennes,48.13230626,-1.66158898,,,0
1490,1490,Hôtel de Région,Rennes,48.13593467,-1.65918915,,,0
1491,1491,Saint-Laurent,Rennes,48.13884258,-1.65836842,,,0
1492,1492,Grand Quartier,Rennes,48.13384612,-1.69386845,,,0
1493,1493,Lycée Basch,Rennes,48.12727674,-1.69336524,,,0
1494,1494,Villejean-Université,Rennes,48.12125283,-1.70296746,,,0
1495,1495,Lycée Basch,Rennes,48.12663856,-1.69309309,,,0
1496,1496,Lande du Breil,Rennes,48.13229483,-1.70970111,,,0
1497,1497,Villejean-Université,Rennes,48.12102411,-1.70300103,,,0
1498,1498,Petit Champeaux,Rennes,48.11658191,-1.72390238,,,0
1499,1499,Colin,Rennes,48.11626024,-1.71595794,,,0
1500,1500,Agrocampus,Rennes,48.11386976,-1.7054062,,,0
1501,1501,République Pré Botté,Rennes,48.10936833,-1.6797666,,,0
1502,1502,Agrocampus,Rennes,48.1132726,-1.7045588,,,0
1503,1503,Colin,Rennes,48.11616144,-1.71594912,,,0
1504,1504,Petit Champeaux,Rennes,48.11640851,-1.72328108,,,0
1506,1506,Berthault,Rennes,48.10648051,-1.73143819,,,0
1507,1507,Lycée Zola,Rennes,48.10936967,-1.67512421,,,0
1508,1508,Berthault,Rennes,48.10673486,-1.7291459,,,0
1509,1509,Henri Fréville,Rennes,48.08810982,-1.67444972,,,0
1510,1510,Henri Fréville,Rennes,48.08777947,-1.67446532,,,0
1511,1511,La Poterie,Rennes,48.08753912,-1.64345457,,,0
1513,1513,Bois Perrin,Rennes,48.11548204,-1.64846012,,,0
1514,1514,Moulin de Joué,Rennes,48.11333583,-1.64760506,,,0
1515,1515,Moulin de Joué,Rennes,48.11350079,-1.64755396,,,0
1516,1516,Bois Perrin,Rennes,48.11595285,-1.64840733,,,0
1517,1517,Berry,Rennes,48.11854026,-1.71363649,,,0
1518,1518,Bourbonnais,Rennes,48.12062672,-1.71046453,,,0
1519,1519,Villejean-Université,Rennes,48.12110069,-1.70297631,,,0
1520,1520,Bourbonnais,Rennes,48.12050245,-1.70973991,,,0
1521,1521,Berry,Rennes,48.11845974,-1.71376004,,,0
1522,1522,Piletière,Rennes,48.11392882,-1.642818,,,0
1523,1523,Moulin de Joué,Rennes,48.11454875,-1.6499529,,,0
1524,1524,Hôpital Régnier,Rennes,48.11467385,-1.65135039,,,0
1525,1525,Durafour Strasbourg,Rennes,48.11355265,-1.6567289,,,0
1526,1526,Hôpital Régnier,Rennes,48.11479096,-1.65317793,,,0
1527,1527,Moulin de Joué,Rennes,48.11433481,-1.64920718,,,0
1528,1528,Piletière,Rennes,48.11399429,-1.64435828,,,0
1529,1529,Villejean-Université,Rennes,48.12118964,-1.70297204,,,0
1530,1530,ZAC Saint-Sulpice,Rennes,48.12899468,-1.64272897,,,0
1532,1532,Joliot-Curie,Rennes,48.12705844,-1.65273754,,,0
1533,1533,La Poterie,Rennes,48.08760009,-1.64346288,,,0
1534,1534,Henri Fréville,Rennes,48.08831453,-1.67444337,,,0
1535,1535,Portugal,Rennes,48.0837789,-1.67237599,,,0
1536,1536,Clos Courtel,Rennes,48.12680571,-1.6300959,,,0
1537,1537,Léonard,Rennes,48.13157496,-1.69170144,,,0
1539,1539,Lemaistre,Rennes,48.10723127,-1.72306614,,,0
1540,1540,Pont de Bretagne,Rennes,48.1099522,-1.68519001,,,0
1542,1542,Pont de Bretagne,Rennes,48.10997275,-1.68535336,,,0
1543,1543,Léonard,Rennes,48.13134643,-1.69183512,,,0
1545,1545,Cleunay Stade,Rennes,48.10158842,-1.70882131,,,0
1546,1546,Cleunay Stade,Rennes,48.1015875,-1.70843797,,,0
1547,1547,Etangs d'Apigné,Rennes,48.0919831,-1.73781141,,,0
1548,1548,Etangs d'Apigné,Rennes,48.09212157,-1.73732729,,,0
1550,1550,République,Rennes,48.10969793,-1.67797331,,,0
1551,1551,République,Rennes,48.10989761,-1.67826219,,,0
1552,1552,Place Pasteur,Rennes,48.11068847,-1.67369302,,,0
1553,1553,Villejean-Université,Rennes,48.1213441,-1.70243715,,,0
1554,1554,Binquenais Le Moine,Rennes,48.09073427,-1.66120535,,,0
1555,1555,Fossés,Rennes,48.11329571,-1.67522943,,,0
1556,1556,République,Rennes,48.10943229,-1.67763328,,,0
1560,1560,Bourgeois,Rennes,48.09778841,-1.65664596,,,0
1561,1561,Langevin,Rennes,48.09601273,-1.65801002,,,0
1563,1563,République,Rennes,48.10969683,-1.67818363,,,0
1564,1564,Henri Fréville,Rennes,48.08782223,-1.67459024,,,0
1566,1566,Lycée Basch,Rennes,48.1253701,-1.69257643,,,0
1568,1568,Kennedy Guyenne,Rennes,48.1210724,-1.71352003,,,0
1569,1569,Collège Rosa-Parks,Rennes,48.12252507,-1.71573621,,,0
1570,1570,Coeur de Courrouze,Rennes,48.09847141,-1.69753083,,,0
1571,1571,Coeur de Courrouze,Rennes,48.09828989,-1.69938898,,,0
1572,1572,Vincennes,Rennes,48.1179832,-1.67522707,,,0
1573,1573,Mermoz,Rennes,48.09706881,-1.69029866,,,0
1574,1574,Binquenais Le Moine,Rennes,48.0907957,-1.66114259,,,0
1576,1576,Villejean-Anjou,Rennes,48.12283295,-1.71367718,,,0
1577,1577,Triangle,Rennes,48.08670616,-1.66104123,,,0
1584,1584,Marbeuf,Rennes,48.11176502,-1.70288352,,,0
1585,1585,Le Blosne,Rennes,48.08804865,-1.65434919,,,0
1586,1586,Beauregard,Rennes,48.13150706,-1.69450613,,,0
1587,1587,Cité Judiciaire,Rennes,48.10591461,-1.68440513,,,0
1588,1588,Jules Maniez,Rennes,48.09801934,-1.70369434,,,0
1589,1589,Jules Maniez,Rennes,48.0979352,-1.70398528,,,0
1590,1590,Jules Verne,Rennes,48.09965675,-1.69416651,,,0
1591,1591,Jules Verne,Rennes,48.09884079,-1.69501787,,,0
1593,1593,Cleunay,Rennes,48.10342833,-1.71290524,,,0
1594,1594,Kennedy Guyenne,Rennes,48.12110265,-1.71342459,,,0
1596,1596,Clothilde Vautier,Rennes,48.12586082,-1.66846226,,,0
1603,1603,Les Préales,Rennes,48.11336387,-1.63977859,,,0
1604,1604,Les Préales,Rennes,48.11352598,-1.63956403,,,0
1606,1606,Hoche,Rennes,48.1156969,-1.67669897,,,0
1608,1608,Collège Cleunay,Rennes,48.099228,-1.708417,,,0
1611,1611,Inkermann,Rennes,48.105497,-1.688386,,,0
1612,1612,Saint-Conwoïon,Rennes,48.104179,-1.688163,,,0
1613,1613,Saint-Conwoïon,Rennes,48.103777,-1.688527,,,0
1614,1614,Assomption,Rennes,48.122266,-1.657133,,,0
1615,1615,République,Rennes,48.109793,-1.678379,,,0
2002,2002,Cesson Hôpital Privé,Cesson-Sévigné,48.13023269,-1.62752844,,,0
2003,2003,Cesson Hôpital Privé,Cesson-Sévigné,48.13011385,-1.62802968,,,0
2005,2005,Grand Domaine,Cesson-Sévigné,48.12449724,-1.59420301,,,0
2006,2006,Petits Champs,Cesson-Sévigné,48.12522678,-1.59652827,,,0
2007,2007,Bourgchevreuil,Cesson-Sévigné,48.12311351,-1.6005581,,,0
2008,2008,La Coulée,Cesson-Sévigné,48.12358605,-1.60438229,,,0
2009,2009,Fontenelle,Cesson-Sévigné,48.12352951,-1.60813346,,,0
2010,2010,Mare Pavée,Cesson-Sévigné,48.12279943,-1.61089689,,,0
2011,2011,Maison d'Accueil,Cesson-Sévigné,48.12112468,-1.60992947,,,0
2012,2012,Muguet,Cesson-Sévigné,48.11844317,-1.60843003,,,0
2013,2013,Vilaine,Cesson-Sévigné,48.11643917,-1.60735329,,,0
2014,2014,Place Sévigné,Cesson-Sévigné,48.11468124,-1.60966321,,,0
2015,2015,Hublais,Cesson-Sévigné,48.11422249,-1.616313,,,0
2016,2016,Taillis,Cesson-Sévigné,48.11418172,-1.62194938,,,0
2017,2017,Champs Péans,Cesson-Sévigné,48.11408545,-1.63036724,,,0
2018,2018,Tournebride,Cesson-Sévigné,48.11398483,-1.636133,,,0
2019,2019,Champs Péans,Cesson-Sévigné,48.1140789,-1.62801107,,,0
2020,2020,Taillis,Cesson-Sévigné,48.11415,-1.62183892,,,0
2021,2021,Hublais,Cesson-Sévigné,48.11421456,-1.61375483,,,0
2022,2022,Place Sévigné,Cesson-Sévigné,48.11467541,-1.60958194,,,0
2023,2023,Vilaine,Cesson-Sévigné,48.11604857,-1.60696924,,,0
2024,2024,Muguet,Cesson-Sévigné,48.11832639,-1.60841984,,,0
2025,2025,Maison d'Accueil,Cesson-Sévigné,48.12123195,-1.6099523,,,0
2026,2026,Mare Pavée,Cesson-Sévigné,48.1227656,-1.61084009,,,0
2027,2027,Fontenelle,Cesson-Sévigné,48.12349148,-1.60818399,,,0
2028,2028,La Coulée,Cesson-Sévigné,48.12353418,-1.60409505,,,0
2029,2029,Bourgchevreuil,Cesson-Sévigné,48.12314683,-1.60062832,,,0
2030,2030,Petits Champs,Cesson-Sévigné,48.12481844,-1.5968293,,,0
2031,2031,Grand Domaine,Cesson-Sévigné,48.1239136,-1.59345217,,,0
2032,2032,ZI Sud-Est,Cesson-Sévigné,48.10649753,-1.62137125,,,0
2033,2033,Bas Village,Cesson-Sévigné,48.1013897,-1.62358898,,,0
2034,2034,Forum,Cesson-Sévigné,48.0996197,-1.62114642,,,0
2035,2035,Forum,Cesson-Sévigné,48.09961861,-1.62094448,,,0
2036,2036,Bas Village,Cesson-Sévigné,48.10118579,-1.62396139,,,0
2037,2037,Erbonière,Cesson-Sévigné,48.1060664,-1.62569408,,,0
2038,2038,Haut Grippé,Cesson-Sévigné,48.11496603,-1.59060111,,,0
2039,2039,Bordage,Cesson-Sévigné,48.11441474,-1.60044452,,,0
2040,2040,Chalotais,Cesson-Sévigné,48.11617658,-1.60046536,,,0
2041,2041,Cesson Collège,Cesson-Sévigné,48.12057734,-1.59948907,,,0
2042,2042,Les Lacs,Cesson-Sévigné,48.1246853,-1.61314833,,,0
2043,2043,Cormier,Cesson-Sévigné,48.12431542,-1.61844738,,,0
2044,2044,Belle Fontaine,Cesson-Sévigné,48.1273076,-1.62420233,,,0
2045,2045,Clos Courtel,Cesson-Sévigné,48.12734821,-1.62821813,,,0
2046,2046,Clos Courtel,Cesson-Sévigné,48.12733271,-1.62783456,,,0
2047,2047,Belle Fontaine,Cesson-Sévigné,48.12725633,-1.62413052,,,0
2048,2048,Cormier,Cesson-Sévigné,48.12449917,-1.61766913,,,0
2049,2049,Les Lacs,Cesson-Sévigné,48.12439647,-1.61407898,,,0
2050,2050,Cesson Collège,Cesson-Sévigné,48.12011703,-1.59927397,,,0
2051,2051,Chalotais,Cesson-Sévigné,48.11583582,-1.60065105,,,0
2052,2052,Saint-Etienne,Cesson-Sévigné,48.13114134,-1.59694891,,,0
2053,2053,Cesson Cimetière,Cesson-Sévigné,48.12632414,-1.59912797,,,0
2054,2054,Métairies Chalotais,Cesson-Sévigné,48.1231055,-1.60191712,,,0
2055,2055,Cesson Piscine,Cesson-Sévigné,48.12011007,-1.6022215,,,0
2056,2056,Cesson Mairie,Cesson-Sévigné,48.11849755,-1.60450404,,,0
2057,2057,Cesson Gare,Cesson-Sévigné,48.1138863,-1.60325405,,,0
2058,2058,Peupliers,Cesson-Sévigné,48.11260658,-1.60716704,,,0
2059,2059,Monniais,Cesson-Sévigné,48.10949381,-1.60888241,,,0
2060,2060,Rond Point de Bray,Cesson-Sévigné,48.10779161,-1.61466557,,,0
2061,2061,ZI Sud-Est,Cesson-Sévigné,48.1064024,-1.62126872,,,0
2062,2062,Rond Point de Bray,Cesson-Sévigné,48.10782767,-1.61408468,,,0
2063,2063,Monniais,Cesson-Sévigné,48.1093019,-1.60907341,,,0
2064,2064,Peupliers,Cesson-Sévigné,48.11257019,-1.60740614,,,0
2065,2065,Cesson Gare,Cesson-Sévigné,48.11382762,-1.60314125,,,0
2066,2066,Cesson Mairie,Cesson-Sévigné,48.11834687,-1.60420821,,,0
2067,2067,Cesson Piscine,Cesson-Sévigné,48.12037328,-1.60240598,,,0
2068,2068,Métairies Chalotais,Cesson-Sévigné,48.12317362,-1.60178843,,,0
2069,2069,Cesson Cimetière,Cesson-Sévigné,48.1262903,-1.59907117,,,0
2070,2070,Victoire,Cesson-Sévigné,48.14510684,-1.6086299,,,0
2071,2071,Calendrou,Cesson-Sévigné,48.14041547,-1.61679887,,,0
2072,2072,Calendrou,Cesson-Sévigné,48.14059929,-1.61647827,,,0
2073,2073,Victoire,Cesson-Sévigné,48.14510205,-1.60852174,,,0
2074,2074,Mare Pavée,Cesson-Sévigné,48.12353242,-1.611284,,,0
2075,2075,Mare Pavée,Cesson-Sévigné,48.12338128,-1.61123041,,,0
2076,2076,Lande Bouhard,Cesson-Sévigné,48.13406638,-1.6290629,,,0
2077,2077,Lande Bouhard,Cesson-Sévigné,48.13420321,-1.62879212,,,0
2079,2079,Verger,Cesson-Sévigné,48.12879761,-1.60595425,,,0
2080,2080,Gaudais,Cesson-Sévigné,48.12734995,-1.61277526,,,0
2081,2081,Bouriande,Cesson-Sévigné,48.1268256,-1.61994598,,,0
2082,2082,Bouriande,Cesson-Sévigné,48.12693602,-1.61988832,,,0
2083,2083,Gaudais,Cesson-Sévigné,48.12696193,-1.61439739,,,0
2084,2084,Verger,Cesson-Sévigné,48.12903982,-1.60483093,,,0
2085,2085,Champelé,Cesson-Sévigné,48.11613432,-1.58235705,,,0
2086,2086,Bordage,Cesson-Sévigné,48.11430452,-1.60048414,,,0
2088,2088,Base de Loisirs,Cesson-Sévigné,48.12467563,-1.59065314,,,0
2089,2089,Rigourdière,Cesson-Sévigné,48.11357206,-1.59052033,,,0
2091,2091,Lycée Sévigné,Cesson-Sévigné,48.11900542,-1.59819448,,,0
2101,2101,Saint-Etienne,Cesson-Sévigné,48.13172609,-1.59790195,,,0
2102,2102,Erbonière,Cesson-Sévigné,48.10616939,-1.62589863,,,0
2103,2103,Rigourdière,Cesson-Sévigné,48.11334833,-1.59001633,,,0
2104,2104,Haut Grippé,Cesson-Sévigné,48.11491856,-1.59042522,,,0
2105,2105,Chêne Germain,Cesson-Sévigné,48.13105332,-1.62462479,,,0
2106,2106,Champelé,Cesson-Sévigné,48.11603922,-1.58235125,,,0
2112,2112,Chêne Germain,Cesson-Sévigné,48.13075338,-1.62292888,,,0
2114,2114,Château de Vaux,Cesson-Sévigné,48.13737913,-1.62240807,,,0
2115,2115,Château de Vaux,Cesson-Sévigné,48.13735095,-1.62275039,,,0
2116,2116,Champs Blancs,Cesson-Sévigné,48.13488248,-1.62068447,,,0
2201,2201,Morinais,Saint-Jacques-de-la-Lande,48.07546225,-1.71635318,,,0
2202,2202,Collège Jean Moulin,Saint-Jacques-de-la-Lande,48.07734959,-1.71582209,,,0
2203,2203,Médiathèque,Saint-Jacques-de-la-Lande,48.07942003,-1.71567051,,,0
2204,2204,Jean Marin,Saint-Jacques-de-la-Lande,48.08256009,-1.71537221,,,0
2205,2205,Blosne,Saint-Jacques-de-la-Lande,48.08320903,-1.71019669,,,0
2206,2206,Gaité,Saint-Jacques-de-la-Lande,48.08751801,-1.70704222,,,0
2207,2207,Lilas,Saint-Jacques-de-la-Lande,48.09353291,-1.70134791,,,0
2208,2208,Commeurec,Saint-Jacques-de-la-Lande,48.09571589,-1.69476004,,,0
2209,2209,Commeurec,Saint-Jacques-de-la-Lande,48.09572605,-1.69450527,,,0
2210,2210,Lilas,Saint-Jacques-de-la-Lande,48.09335368,-1.70154725,,,0
2211,2211,Gaité,Saint-Jacques-de-la-Lande,48.08727159,-1.70734318,,,0
2212,2212,Blosne,Saint-Jacques-de-la-Lande,48.0844398,-1.70917627,,,0
2213,2213,Jean Marin,Saint-Jacques-de-la-Lande,48.0824956,-1.71540682,,,0
2214,2214,Médiathèque,Saint-Jacques-de-la-Lande,48.07988244,-1.71560415,,,0
2215,2215,Collège Jean Moulin,Saint-Jacques-de-la-Lande,48.0769585,-1.71590826,,,0
2216,2216,Pressoirs,Saint-Jacques-de-la-Lande,48.08728351,-1.69462978,,,0
2217,2217,25 Fusillés,Saint-Jacques-de-la-Lande,48.09062505,-1.69500771,,,0
2218,2218,Saint-Yves,Saint-Jacques-de-la-Lande,48.09238093,-1.69158421,,,0
2219,2219,Pilate,Saint-Jacques-de-la-Lande,48.09407071,-1.69057703,,,0
2220,2220,Gautrais,Saint-Jacques-de-la-Lande,48.06159325,-1.72409928,,,0
2221,2221,Rossel,Saint-Jacques-de-la-Lande,48.06306322,-1.72049195,,,0
2222,2222,Pommerais,Saint-Jacques-de-la-Lande,48.06640884,-1.72023927,,,0
2223,2223,Abbé Grimault,Saint-Jacques-de-la-Lande,48.06737644,-1.71701707,,,0
2224,2224,Morinais,Saint-Jacques-de-la-Lande,48.07507093,-1.71599542,,,0
2225,2225,Gaité,Saint-Jacques-de-la-Lande,48.08685877,-1.70571878,,,0
2226,2226,Rablais Allende,Saint-Jacques-de-la-Lande,48.08661806,-1.70136506,,,0
2227,2227,Croix Verte,Saint-Jacques-de-la-Lande,48.08942109,-1.69787874,,,0
2228,2228,Pigeon Blanc,Saint-Jacques-de-la-Lande,48.08980582,-1.69309127,,,0
2229,2229,Croix Verte,Saint-Jacques-de-la-Lande,48.08942708,-1.69792814,,,0
2230,2230,Rablais Allende,Saint-Jacques-de-la-Lande,48.08651151,-1.70200139,,,0
2231,2231,Gaité,Saint-Jacques-de-la-Lande,48.08691375,-1.70659822,,,0
2232,2232,Morinais,Saint-Jacques-de-la-Lande,48.07485603,-1.71573412,,,0
2233,2233,Abbé Grimault,Saint-Jacques-de-la-Lande,48.06738312,-1.71730011,,,0
2234,2234,Pommerais,Saint-Jacques-de-la-Lande,48.06642681,-1.72024087,,,0
2235,2235,Rossel,Saint-Jacques-de-la-Lande,48.06284909,-1.7206611,,,0
2236,2236,Parc Expo,Saint-Jacques-de-la-Lande,48.06002567,-1.7341661,,,0
2237,2237,Aire Libre Aéroport,Saint-Jacques-de-la-Lande,48.06734838,-1.72176227,,,0
2238,2238,Centre Météo,Saint-Jacques-de-la-Lande,48.06498115,-1.72459031,,,0
2239,2239,Haut Bois,Saint-Jacques-de-la-Lande,48.07782462,-1.71251488,,,0
2240,2240,Malraux,Saint-Jacques-de-la-Lande,48.08058042,-1.71235702,,,0
2241,2241,Malraux,Saint-Jacques-de-la-Lande,48.08052746,-1.71255409,,,0
2242,2242,Centre Météo,Saint-Jacques-de-la-Lande,48.06503505,-1.72459513,,,0
2243,2243,Aire Libre Aéroport,Saint-Jacques-de-la-Lande,48.06692895,-1.72233003,,,0
2244,2244,Parc Expo,Saint-Jacques-de-la-Lande,48.05988123,-1.73439523,,,0
2245,2245,Haut Bois,Saint-Jacques-de-la-Lande,48.07762901,-1.71267231,,,0
2248,2248,Bellevue,Saint-Jacques-de-la-Lande,48.07926184,-1.73304111,,,0
2249,2249,Le Pâtis,Saint-Jacques-de-la-Lande,48.08296961,-1.73167413,,,0
2250,2250,Reuzerais,Saint-Jacques-de-la-Lande,48.08669367,-1.7219974,,,0
2251,2251,Maffeys,Saint-Jacques-de-la-Lande,48.08662772,-1.7130712,,,0
2252,2252,Maffeys,Saint-Jacques-de-la-Lande,48.08662142,-1.71300337,,,0
2253,2253,Reuzerais,Saint-Jacques-de-la-Lande,48.08667716,-1.72218429,,,0
2254,2254,Le Pâtis,Saint-Jacques-de-la-Lande,48.08380838,-1.73009441,,,0
2255,2255,Bellevue,Saint-Jacques-de-la-Lande,48.07927938,-1.73326336,,,0
2257,2257,Pressoirs,Saint-Jacques-de-la-Lande,48.0870383,-1.69467527,,,0
2258,2258,Dominos,Saint-Jacques-de-la-Lande,48.09353659,-1.70433896,,,0
2260,2260,Dominos,Saint-Jacques-de-la-Lande,48.09343267,-1.70457002,,,0
2262,2262,Vallon,Saint-Jacques-de-la-Lande,48.06879203,-1.69785635,,,0
2263,2263,Jean Jaurès,Saint-Jacques-de-la-Lande,48.08257363,-1.71233295,,,0
2264,2264,Jean Jaurès,Saint-Jacques-de-la-Lande,48.08278771,-1.71306508,,,0
2265,2265,Gautrais,Saint-Jacques-de-la-Lande,48.06157743,-1.72404407,,,0
2267,2267,Auriol,Saint-Jacques-de-la-Lande,48.07528894,-1.7289858,,,0
2268,2268,Auriol,Saint-Jacques-de-la-Lande,48.07507222,-1.72879481,,,0
2271,2271,25 Fusillés,Saint-Jacques-de-la-Lande,48.09053717,-1.69493887,,,0
2301,2301,Bruz Centre,Bruz,48.02452888,-1.74523499,,,0
2302,2302,Herverie,Bruz,48.02485673,-1.7507341,,,0
2303,2303,Haut Launay,Bruz,48.02466598,-1.75723493,,,0
2304,2304,Rabine,Bruz,48.02572872,-1.76082474,,,0
2305,2305,Vert Buisson,Bruz,48.02937675,-1.758008,,,0
2306,2306,Cicé Blossac,Bruz,48.03364841,-1.7658388,,,0
2307,2307,Gavrinis,Bruz,48.03128037,-1.75948748,,,0
2308,2308,Croix Madame,Bruz,48.0413371,-1.75451324,,,0
2309,2309,Schuman,Bruz,48.04459244,-1.74645711,,,0
2311,2311,Coeur de Campus,Bruz,48.04726387,-1.74200594,,,0
2312,2312,Etangs,Bruz,48.04942067,-1.74051743,,,0
2313,2313,Lande du Pont,Bruz,48.05272866,-1.73833691,,,0
2314,2314,Porte de Ker-Lann,Bruz,48.05490967,-1.73965143,,,0
2315,2315,Lande du Pont,Bruz,48.0527925,-1.7383715,,,0
2316,2316,Etangs,Bruz,48.04936083,-1.74065996,,,0
2317,2317,Coeur de Campus,Bruz,48.04740124,-1.74208422,,,0
2319,2319,Schuman,Bruz,48.04454125,-1.7463853,,,0
2320,2320,Croix Madame,Bruz,48.04033666,-1.75517612,,,0
2321,2321,Gavrinis,Bruz,48.03121202,-1.75955139,,,0
2322,2322,Vert Buisson,Bruz,48.02941268,-1.75801123,,,0
2323,2323,Rabine,Bruz,48.02564107,-1.76076309,,,0
2324,2324,Haut Launay,Bruz,48.02463005,-1.7572317,,,0
2325,2325,Herverie,Bruz,48.02481885,-1.75055599,,,0
2326,2326,Doublé,Bruz,48.03414629,-1.72378519,,,0
2327,2327,Pont-Réan,Bruz,48.00482969,-1.77507929,,,0
2328,2328,Doublé,Bruz,48.03490665,-1.72460581,,,0
